id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_file
25181,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherite Brown Handbag,25181.jpg
58610,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,ToniQ Women Silver Earrings,58610.jpg
7071,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015.0,Casual,Wildcraft Unisex Green Printed Backpack,7071.jpg
15293,Unisex,Accessories,Bags,Handbags,Blue,Fall,2011.0,Casual,ADIDAS Originals Unisex ST Airline Blue Bags,15293.jpg
5074,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Being Human Women Pink Silicon Strap with Stones Watch,5074.jpg
53981,Women,Accessories,Bags,Handbags,Yellow,Summer,2012.0,Casual,Kiara Women Burnt Yellow Sling Bag,53981.jpg
21704,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Watch FS4576,21704.jpg
35118,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,2012.0,Casual,Allen Solly Woman Silver Necklace,35118.jpg
58178,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Rocky S Women Grey Handbag,58178.jpg
36392,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Reid & Taylor Men Grey Socks,36392.jpg
8681,Unisex,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Fastrack Unisex Sunglasses,8681.jpg
58099,Women,Accessories,Jewellery,Pendant,Blue,Fall,2012.0,Casual,Rreverie Women Blue Pendant,58099.jpg
51343,Men,Accessories,Socks,Socks,Blue,Summer,2016.0,Casual,Raymond Men Blue Socks,51343.jpg
29103,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2012.0,Casual,Puma Unisex Big Cat Navy Blue Backpack,29103.jpg
30001,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Aspen Women White Dial Watch,30001.jpg
31817,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Chronograph Black Dial Watch,31817.jpg
25429,Men,Accessories,Belts,Belts,Green,Summer,2012.0,Casual,Lee Men Canvas Green Belt,25429.jpg
27778,Men,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Bulchee Men Brown Wallet,27778.jpg
48138,Women,Accessories,Wallets,Wallets,Purple,Summer,2012.0,Casual,Fossil Women Purple Wallet,48138.jpg
30560,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Opium Men Aviator Gold Sunglasses,30560.jpg
17374,Men,Accessories,Accessories,Accessory Gift Set,Purple,Fall,2011.0,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,17374.jpg
48613,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings,48613.jpg
53577,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Watch,53577.jpg
18829,Men,Accessories,Belts,Belts,Tan,Summer,2011.0,Formal,Peter England Men Formal Tan Belt,18829.jpg
33375,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Baggit Women Leather Brown Wallet,33375.jpg
58300,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,58300.jpg
44594,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black and Brown Reversible Belt,44594.jpg
58449,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch FS4658,58449.jpg
20925,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fastrack Women Leatherette Black Sling Bag,20925.jpg
43776,Women,Accessories,Jewellery,Earrings,White,Summer,2012.0,Ethnic,Royal Diadem White & Green Earrings,43776.jpg
52836,Women,Accessories,Jewellery,Earrings,Red,Fall,2012.0,Casual,Adrika Women Red & Gold Earrings,52836.jpg
20558,Women,Accessories,Bags,Mobile Pouch,Red,Winter,2015.0,Casual,Baggit Women Sawari Rose Red Mobile Pouch,20558.jpg
52851,Women,Accessories,Jewellery,Earrings,Black,Summer,2012.0,Casual,Adrika Black Earrings,52851.jpg
32293,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,32293.jpg
33611,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Wallet,33611.jpg
48801,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015.0,Casual,Lucera Women Silver Pendant,48801.jpg
32335,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,32335.jpg
17458,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Analogue-Digital Watch GA-100-1A4DR G272,17458.jpg
29212,Women,Accessories,Socks,Socks,White,Fall,2014.0,Sports,Fila Women White Socks,29212.jpg
43792,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Ethnic,Royal Diadem Gold & Pink Earrings,43792.jpg
3720,Men,Accessories,Belts,Belts,Blue,Summer,2011.0,Casual,Lee Men Blue Canvas Belt,3720.jpg
34873,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,Envirosax Women Multi Coloured Bag,34873.jpg
32611,Men,Accessories,Belts,Belts,Brown,Spring,2013.0,Casual,Levitate Men Brown Leather Belt,32611.jpg
47407,Women,Accessories,Wallets,Wallets,Purple,Summer,2012.0,Casual,Baggit Women Purple Wallet,47407.jpg
58096,Women,Accessories,Jewellery,Pendant,Blue,Fall,2012.0,Casual,Rreverie Women Blue Pendant,58096.jpg
58111,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver Earrings,58111.jpg
34464,Unisex,Accessories,Accessories,Travel Accessory,Red,Summer,2012.0,Casual,ADIDAS Unisex Red Organizer Bag,34464.jpg
48603,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings,48603.jpg
49530,Women,Accessories,Bags,Clutches,Red,Summer,2012.0,Casual,Rocia Women Red Purse,49530.jpg
43207,Women,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Women Grey Dial Watch,43207.jpg
36048,Unisex,Accessories,Bags,Backpacks,Mustard,Summer,2012.0,Casual,OTLS Unisex Mustard Brown Backpack,36048.jpg
25888,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,American Tourister Unisex Casual Blue Bag,25888.jpg
47360,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Bag,47360.jpg
24444,Men,Accessories,Socks,Socks,Grey,Fall,2011.0,Casual,ADIDAS Originals Men Grey Socks,24444.jpg
38231,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Women Sunglasses,38231.jpg
46507,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Empera Men Black Dial Watch NL13,46507.jpg
33922,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Citizen Women Blue Dial Watch,33922.jpg
49533,Women,Accessories,Bags,Clutches,Gold,Summer,2012.0,Casual,Rocia Women Gold Clutch,49533.jpg
43198,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch,43198.jpg
53109,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Earrings,53109.jpg
29010,Men,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Cabarelli Men Black Duffle Bag,29010.jpg
37232,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,United Colors of Benetton Men Leather Brown Wallet,37232.jpg
38313,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Idee Men Metallic Frame Sunglasses,38313.jpg
36883,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Fossil Men Brown Ashton Belt,36883.jpg
54812,Women,Accessories,Bags,Handbags,Grey,Summer,2010.0,Casual,Ivory Tag Grey Fur Handbag,54812.jpg
45000,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Black Digital Watch,45000.jpg
36651,Women,Accessories,Wallets,Wallets,Red,Summer,2012.0,Casual,Paridhan Women Red Coin Pouch Wallet,36651.jpg
25668,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Casual Watch,25668.jpg
46162,Women,Accessories,Jewellery,Necklace and Chains,Brown,Winter,2015.0,Casual,Adrika Women Brown Necklace,46162.jpg
48188,Women,Accessories,Bags,Handbags,Multi,Winter,2016.0,Casual,Fossil Women Multi Coloured Jules Tote Handbag,48188.jpg
16847,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Men Funky Eyewear Brown Sunglasses,16847.jpg
12736,Unisex,Accessories,Socks,Socks,Grey,Fall,2011.0,Sports,Nike Kids Sport Hi Quarter Pack of 3 Socks,12736.jpg
17089,Women,Accessories,Wallets,Wallets,Blue,Winter,2015.0,Casual,Lino Perros Women Blue Zip Blue Wallet,17089.jpg
46469,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Timex Men Blue Dial Chronograph Watch,46469.jpg
35104,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Allen Solly Men Black Card Holder,35104.jpg
45028,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch 24132LMGT,45028.jpg
8704,Women,Accessories,Eyewear,Sunglasses,Red,Winter,2016.0,Casual,Fastrack Women Hip Hop Sunglasses,8704.jpg
51699,Unisex,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Van Heusen Unisex Blue Aviator Sunglasses VH217-C2,51699.jpg
11124,Men,Accessories,Bags,Laptop Bag,Black,Fall,2011.0,Casual,United Colors of Benetton Men Laptop Carry Black Bags,11124.jpg
27467,Women,Apparel,Innerwear,Briefs,Skin,Winter,2015.0,Casual,Jockey Women Skin Bikini Brief,27467.jpg
11785,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Women Solid Black Tshirts,11785.jpg
45780,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Remanika Women Black Tunic,45780.jpg
9162,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Callum Blue Jeans,9162.jpg
55599,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Peter England Men Blue Shirt,55599.jpg
14010,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Nike Men Printed Green Tshirts,14010.jpg
13250,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Beige Trousers,13250.jpg
27506,Women,Apparel,Innerwear,Bra,Red,Winter,2015.0,Casual,Jockey Women Red T-shirt Bra SS 14,27506.jpg
11166,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Solid Purple Shirt,11166.jpg
54589,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Sushilas Women Printed Green Kurta,54589.jpg
7917,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Proline Men Red & White Striped Polo T-shirt,7917.jpg
6686,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,UCB Men's Big Ben Logo Red T-shirt,6686.jpg
5824,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,ADIDAS Men's Dude Green T-shirt,5824.jpg
43064,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Black Dutch T-shirt,43064.jpg
1863,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men Night Wolf T-shirt,1863.jpg
6036,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,UCB Womens Photographic Print Black T-shirt,6036.jpg
27269,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Mother Earth Women Printed Green Kurta,27269.jpg
9553,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Nike Men As Ad Badge Black T-Shirts,9553.jpg
16468,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt,16468.jpg
30647,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men U Logo Black T-shirt,30647.jpg
34222,Men,Apparel,Topwear,Tshirts,White,Summer,2013.0,Casual,Proline White Polo T-shirt,34222.jpg
57815,Women,Apparel,Topwear,Tops,Brown,Fall,2012.0,Casual,United Colors of Benetton Women Dark Brown Top,57815.jpg
51319,Unisex,Apparel,Topwear,Rain Jacket,Black,Summer,2012.0,Casual,Wildcraft Unisex Black Poncho Rain Jacket,51319.jpg
59730,Women,Apparel,Innerwear,Shapewear,White,Summer,2014.0,Casual,Avirate White Wired Corset Shapewear,59730.jpg
6601,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Spykar Women's Peep Pink T-shirt,6601.jpg
28802,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,28802.jpg
27410,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Multi,Summer,2018.0,Casual,Jockey Women Assorted Lounge Pants,27410.jpg
57109,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Elle Women Blue Tunic,57109.jpg
51450,Women,Apparel,Dress,Dresses,Brown,Summer,2012.0,Casual,Tonga Women Brown Dress,51450.jpg
5417,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ant Kids Girls Blue T-shirt,5417.jpg
40055,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Basketball Jersey,40055.jpg
10056,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011.0,Sports,ADIDAS Men Cfc Pes Black Tracksuits,10056.jpg
18616,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Puma Men Team Essential  lollipop-Red Tshirts,18616.jpg
21117,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,s.Oliver Men Solid White Shirt,21117.jpg
19632,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Solid Grey Tshirt,19632.jpg
8189,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Solid Poplin Laird Blue Shirts,8189.jpg
21227,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Basics Men Orange Printed Polo T-shirt,21227.jpg
39125,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2012.0,Casual,Aneri Women Purple Leggings,39125.jpg
13255,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Palm Tree Kids Boys Check White Shorts,13255.jpg
19108,Men,Apparel,Topwear,Tshirts,Beige,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,19108.jpg
9995,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2011.0,Casual,Gini And Jony Girls Su Scotia Sko Pink Skirts,9995.jpg
20318,Men,Apparel,Topwear,Shirts,Maroon,Summer,2011.0,Casual,Mother Earth Men Solid Maroon Shirt,20318.jpg
39533,Women,Apparel,Innerwear,Bra,Black,Summer,2016.0,Casual,Bwitch Black Bra,39533.jpg
5152,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Wrangler Women Braided Shoulder Mauve T-shirt,5152.jpg
15032,Women,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,ADIDAS Women Stripes Blue Sweaters,15032.jpg
30921,Women,Apparel,Bottomwear,Trousers,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Harem Pants,30921.jpg
4866,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,ADIDAS Men Black Chelsea Away Jersey,4866.jpg
8825,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Blue-White Stripes Shirts,8825.jpg
14296,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Classic Polo Men Printed pack of 3 Tshirts,14296.jpg
22585,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Nike Men Grey Track Pants,22585.jpg
15804,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Facit Men Fusion Brie Grey Briefs,15804.jpg
30337,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men You Have Rite to Remain Silent Red T-shirt,30337.jpg
45653,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Park Avenue Men Grey & Black Brief,45653.jpg
25406,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men White T-shirt,25406.jpg
41777,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Remanika Women Pink Top,41777.jpg
42263,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,42263.jpg
44313,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Indian Terrain Men Beige Trousers,44313.jpg
51187,Women,Apparel,Innerwear,Bra,Pink,Fall,2012.0,Casual,Enamor Pink Bra,51187.jpg
19091,Women,Apparel,Topwear,Kurtis,Navy Blue,Fall,2011.0,Ethnic,W Women Gathered Design Navy Blue Kurti,19091.jpg
31064,Women,Apparel,Topwear,Dupatta,Off White,Summer,2012.0,Ethnic,Fabindia Women Printed Off White Dupatta,31064.jpg
12066,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,W Women Printed Black Kurtas,12066.jpg
31549,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Classic Polo Men Striped White T-shirt,31549.jpg
23040,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2011.0,Formal,Arrow Men Charcoal Solid Trousers,23040.jpg
16325,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Printed Purple TShirt,16325.jpg
24951,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,United Colors of Benetton Women Yellow T-shirt,24951.jpg
12033,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,12033.jpg
16376,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Peter England Men Stripes Black Trouser,16376.jpg
59834,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Men Navy Blue Shirt,59834.jpg
32969,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Angry Birds Men Printed Blue T-shirt,32969.jpg
12374,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Reid & Taylor Men Stripes White Shirts,12374.jpg
40661,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Span Women Multi Coloured Kurta,40661.jpg
57072,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Women Blue Jeans,57072.jpg
11796,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Pigment Print Green Kurtas,11796.jpg
9662,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts,9662.jpg
57173,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Elle Women Red Top,57173.jpg
27991,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Jockey ZONE Men Zone Grey Brief US17,27991.jpg
30302,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Evil Minds Off White T-shirt,30302.jpg
12093,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,W Women Printed Purple Kurtas,12093.jpg
29702,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men White Shirt,29702.jpg
7795,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Polo T-shirt,7795.jpg
4789,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,ADIDAS Men's Demon Grey T-shirt,4789.jpg
30926,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Ghera Crinkle Skirt,30926.jpg
49655,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,Mineral Pink & Green Skirt,49655.jpg
40256,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt,40256.jpg
56253,Men,Apparel,Loungewear and Nightwear,Night suits,Red,Summer,2016.0,Casual,SDL by Sweet Dreams Men Red & Blue Pyjama Set,56253.jpg
3322,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,KKR Boys Fangear Polo Jersey,3322.jpg
16819,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,16819.jpg
8393,Men,Apparel,Topwear,Tshirts,White,Fall,2012.0,Sports,ADIDAS Men White T-shirt,8393.jpg
26419,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Turtle Men Check Green Shirt,26419.jpg
33504,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Kids Girl Printed Pink Dress,33504.jpg
52146,Women,Apparel,Topwear,Tshirts,Lavender,Summer,2012.0,Casual,Femella Women Lavender Polo T-Shirt,52146.jpg
4225,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Probase Men's Tribe Gone Wild Purple T-shirt,4225.jpg
34583,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Tonga Women Peach-Coloured Top,34583.jpg
44221,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White Ronaldo Football T-shirt,44221.jpg
3265,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Guerrilla Men's Kill You Blue T-shirt,3265.jpg
20326,Women,Apparel,Topwear,Tops,Yellow,Summer,2011.0,Casual,Mother Earth Women Printed Yellow Top,20326.jpg
42390,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Flying Machine Women Grey T-shirt,42390.jpg
11468,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Summer Navy Blue Shirt,11468.jpg
19746,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,ADIDAS Originals Men Solid Black Tshirt,19746.jpg
15028,Women,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Women Printed Navy Blue Sweatshirts,15028.jpg
44918,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Puma Men White Shorts,44918.jpg
13490,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,ADIDAS Men Solid Blue Shorts,13490.jpg
52511,Women,Apparel,Loungewear and Nightwear,Bath Robe,White,Winter,2015.0,Casual,Red Rose Women White & Blue Striped Bath Robes,52511.jpg
32574,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Only Women Katie Black Top,32574.jpg
42238,Women,Apparel,Topwear,Tunics,Grey,Summer,2012.0,Casual,Sepia Women Grey Tunic,42238.jpg
6020,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,UCB Men's Roundneck With Sail Racing Print Red T-shirt,6020.jpg
5846,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,ADIDAS Women Roller White Top,5846.jpg
11570,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011.0,Ethnic,W Women Printed Purple Kurtas,11570.jpg
4916,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Gini and Jony Girl's Vollie White Infant Kidswear,4916.jpg
18895,Women,Apparel,Dress,Dresses,Grey,Fall,2011.0,Casual,Arrow Woman Lida Grey Dress,18895.jpg
6722,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Locomotive Men's Fateeion Black Blue T-shirt,6722.jpg
21152,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,s.Oliver Men Red Printed T-shirt,21152.jpg
28456,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Sports,Urban Yoga Women Blue Skirt With Leggings,28456.jpg
18987,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Originals Men St Grp Blue T-Shirt,18987.jpg
26989,Women,Apparel,Bottomwear,Jeggings,Black,Summer,2012.0,Casual,Jealous 21 Women Black Jeggings,26989.jpg
51393,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Myntra Men Green Check Shorts,51393.jpg
12826,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Check White Shirts,12826.jpg
2154,Men,Apparel,Topwear,Tshirts,White,Spring,2011.0,Casual,Basics Men Red & Grey Polo T-shirt,2154.jpg
15609,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Nike Men Trainng Grey Shorts,15609.jpg
43504,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,French Connection Men Black Tshirt,43504.jpg
15773,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Facit Men Trophy BKN Grey Briefs,15773.jpg
44632,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Nike Men Grey AS Sideline Track Pants,44632.jpg
47060,Women,Apparel,Bottomwear,Salwar,Blue,Summer,2012.0,Ethnic,Shree Wome Blue & White Jodhpuri Salwar,47060.jpg
43657,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012.0,Casual,ONLY Women Purple Shorts,43657.jpg
4768,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men's F50 ST CL White T-shirt,4768.jpg
28005,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Jockey ZONE Men Blue Modern Boxer Briefs US19,28005.jpg
17182,Men,Apparel,Topwear,Shirts,Purple,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Purple Shirt,17182.jpg
28146,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Fall,2018.0,Casual,Jockey Men Grey Melange Self-Striped Innerwear Vest 9922,28146.jpg
15752,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,2016.0,Casual,Facit Men Bicep Tee Navy Blue Innerwear Vest,15752.jpg
1752,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Lotto Men Red Epic T-shirt,1752.jpg
52141,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Femella Women Blue Polo T-Shirt,52141.jpg
50457,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Chromozome Men Black & Red Briefs,50457.jpg
47506,Men,Apparel,Innerwear,Innerwear Vests,Blue,Summer,2016.0,Casual,Facit Men Blue Innerwear Vest,47506.jpg
45988,Women,Apparel,Saree,Sarees,Black,Summer,2012.0,Ethnic,Fabindia Black Mangalagiri Saree,45988.jpg
11085,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts,11085.jpg
19187,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Check Grey Shirt,19187.jpg
50588,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Chromozome Men Blue Briefs,50588.jpg
30847,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Fabindia Women Printed Maroon Kurta,30847.jpg
